strategy                     strategy_label                                                                                                                                symbol              contribution_interval start      end        initial_value_usd gross_buys_usd gross_sells_usd net_buys_usd withdrawn_dai_usd ending_dai_usd ending_btc_units ending_eth_units ending_value_usd realized_value_usd return_pct turnover_pct max_drawdown_pct trade_count
static_50_50_rebalance       static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)                                                                              BTC-USD+ETH-USD+DAI 2d                    2023-01-01 2026-04-29 24305.39          98277.34       101267.40       -2990.05     0.00              12990.05       0.33946064       11.38205841      64335.86         64335.86           164.70     820.99       45.53            1216       
target_50_50_with_cash_band  target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60) BTC-USD+ETH-USD+DAI 2d                    2023-01-01 2026-04-29 24305.39          393049.97      389623.22       3426.75      0.00              6573.25        0.38648645       12.95879249      65031.97         65031.97           167.56     3220.16      42.90            1216       
narrow_cash_band_rebalance   narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)  BTC-USD+ETH-USD+DAI 2d                    2023-01-01 2026-04-29 24305.39          287367.48      284307.84       3059.64      0.00              6940.36        0.40792825       13.63953377      68556.29         68556.29           182.06     2352.05      46.67            1216       
drawdown_tilt_rebalance      drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)    BTC-USD+ETH-USD+DAI 2d                    2023-01-01 2026-04-29 24305.39          330829.39      324563.51       6265.88      0.00              3734.12        0.38764980       17.23412130      71908.36         71908.36           195.85     2696.49      45.92            1216       
btc_defensive_eth_aggressive btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10) BTC-USD+ETH-USD+DAI 2d                    2023-01-01 2026-04-29 24305.39          209643.71      216330.40       -6686.69     0.00              16686.69       0.39232282       8.74530767       66099.39         66099.39           171.95     1752.59      44.41            1216       
static_50_50_rebalance       static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)                                                                              BTC-USD+ETH-USD+DAI 3d                    2023-01-01 2026-04-30 24305.39          82300.23       85324.49        -3024.26     0.00              13024.26       0.34014867       11.40866247      64726.64         64726.64           166.31     689.66       45.84            812        
target_50_50_with_cash_band  target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60) BTC-USD+ETH-USD+DAI 3d                    2023-01-01 2026-04-30 24305.39          331566.21      328345.98       3220.23      0.00              6779.77        0.39838888       13.36201606      67334.55         67334.55           177.04     2715.09      43.28            812        
narrow_cash_band_rebalance   narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)  BTC-USD+ETH-USD+DAI 3d                    2023-01-01 2026-04-30 24305.39          236888.12      233812.99       3075.13      0.00              6924.87        0.40810648       13.63305177      68832.82         68832.82           183.20     1936.61      47.00            812        
drawdown_tilt_rebalance      drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)    BTC-USD+ETH-USD+DAI 3d                    2023-01-01 2026-04-30 24305.39          268033.08      261667.84       6365.24      0.00              3634.76        0.38804540       17.23308879      72136.50         72136.50           196.79     2179.36      46.08            812        
btc_defensive_eth_aggressive btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10) BTC-USD+ETH-USD+DAI 3d                    2023-01-01 2026-04-30 24305.39          165079.69      171720.74       -6641.05     0.00              16641.05       0.39230192       8.73688386       66293.35         66293.35           172.75     1385.70      44.84            812        
static_50_50_rebalance       static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)                                                                              BTC-USD+ETH-USD+DAI 5d                    2023-01-01 2026-04-30 24305.39          63390.61       66256.31        -2865.70     0.00              12865.70       0.33790738       11.28124593      64109.50         64109.50           163.77     533.41       46.28            488        
target_50_50_with_cash_band  target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60) BTC-USD+ETH-USD+DAI 5d                    2023-01-01 2026-04-30 24305.39          270800.41      267548.42       3251.99      0.00              6748.01        0.39875484       13.31269598      67219.40         67219.40           176.56     2214.94      42.56            488        
narrow_cash_band_rebalance   narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)  BTC-USD+ETH-USD+DAI 5d                    2023-01-01 2026-04-30 24305.39          176304.08      173105.57       3198.51      0.00              6801.49        0.40438353       13.44477427      68000.46         68000.46           179.78     1437.58      46.82            488        
drawdown_tilt_rebalance      drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)    BTC-USD+ETH-USD+DAI 5d                    2023-01-01 2026-04-30 24305.39          207815.91      201439.13       6376.78      0.00              3623.22        0.39105977       17.16953651      72211.55         72211.55           197.10     1683.80      45.56            488        
btc_defensive_eth_aggressive btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10) BTC-USD+ETH-USD+DAI 5d                    2023-01-01 2026-04-30 24305.39          127437.99      133812.45       -6374.46     0.00              16374.46       0.38945712       8.63254080       65574.20         65574.20           169.79     1074.87      45.31            488        
static_50_50_rebalance       static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)                                                                              BTC-USD+ETH-USD+DAI 7d                    2023-01-01 2026-04-26 24305.39          57221.21       60089.34        -2868.13     0.00              12868.13       0.34263471       11.27474960      66550.97         66550.97           173.81     482.65       43.68            348        
target_50_50_with_cash_band  target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60) BTC-USD+ETH-USD+DAI 7d                    2023-01-01 2026-04-26 24305.39          212959.29      209761.65       3197.64      0.00              6802.36        0.40742365       13.40703017      70636.90         70636.90           190.62     1739.21      40.16            348        
narrow_cash_band_rebalance   narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)  BTC-USD+ETH-USD+DAI 7d                    2023-01-01 2026-04-26 24305.39          146949.15      143778.64       3170.51      0.00              6829.49        0.41473322       13.64473947      71802.59         71802.59           195.42     1196.15      44.02            348        
drawdown_tilt_rebalance      drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)    BTC-USD+ETH-USD+DAI 7d                    2023-01-01 2026-04-26 24305.39          178586.75      172189.04       6397.71      0.00              3602.29        0.39897951       17.01276049      75319.78         75319.78           209.89     1443.20      43.27            348        
btc_defensive_eth_aggressive btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10) BTC-USD+ETH-USD+DAI 7d                    2023-01-01 2026-04-26 24305.39          84427.42       90457.21        -6029.79     0.00              16029.79       0.38956563       8.54451802       66932.93         66932.93           175.38     719.53       43.02            348        
