strategy,strategy_label,symbol,contribution_interval,start,end,initial_value_usd,gross_buys_usd,gross_sells_usd,net_buys_usd,withdrawn_dai_usd,ending_dai_usd,ending_btc_units,ending_eth_units,ending_value_usd,realized_value_usd,return_pct,turnover_pct,max_drawdown_pct,trade_count
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,10000.00,39758.12,41118.07,-1359.95,0.00,11359.95,0.24405497,7.32874148,46351.04,46351.04,363.51,808.76,64.93,610
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,10000.00,44479.11,55107.36,-10628.25,0.00,20628.25,0.10853960,3.07875927,35783.34,35783.34,257.83,995.86,46.86,610
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,10000.00,43843.17,51443.65,-7600.47,0.00,17600.47,0.19764499,5.72863148,45472.67,45472.67,354.73,952.87,60.33,610
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,10000.00,46533.40,55813.15,-9279.75,0.00,19279.75,0.17012766,5.06541187,43573.96,43573.96,335.74,1023.47,57.57,610
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,10000.00,44896.08,50762.95,-5866.87,0.00,15866.87,0.26522753,6.27788523,50095.47,50095.47,400.95,956.59,59.10,610
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,10000.00,32873.25,28842.58,4030.67,0.00,5969.33,0.15392339,5.08122895,29181.89,29181.89,191.82,617.16,63.89,584
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,10000.00,42400.31,49165.72,-6765.41,0.00,16765.41,0.09879469,2.83705494,30706.68,30706.68,207.07,915.66,47.53,584
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,10000.00,38483.80,37227.59,1256.21,0.00,8743.79,0.14281286,4.11551251,28929.13,28929.13,189.29,757.11,62.26,584
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,10000.00,41367.34,42764.21,-1396.88,0.00,11396.88,0.12928238,3.93321420,30138.35,30138.35,201.38,841.32,59.85,584
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,10000.00,37423.36,35770.35,1653.01,0.00,8346.99,0.18134824,4.13888105,31525.53,31525.53,215.26,731.94,59.33,584
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,10000.00,23055.18,16346.67,6708.51,0.00,3291.49,0.08560265,2.86446882,16564.04,16564.04,65.64,394.02,64.05,558
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,10000.00,35532.58,33406.64,2125.95,0.00,7874.05,0.07619793,2.19553761,18875.27,18875.27,88.75,689.39,55.20,558
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,10000.00,32740.47,25259.30,7481.17,0.00,2518.83,0.09619831,2.85647137,16601.95,16601.95,66.02,580.00,65.56,558
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,10000.00,34610.06,28626.90,5983.16,0.00,4016.84,0.08854000,2.74148486,17236.87,17236.87,72.37,632.37,63.76,558
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,10000.00,26970.75,21259.79,5710.97,0.00,4289.03,0.10143766,2.25297034,17396.70,17396.70,73.97,482.31,61.61,558
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,10000.00,20378.02,13064.17,7313.85,0.00,2686.15,0.07082936,2.36569686,13429.74,13429.74,34.30,334.42,63.30,532
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,10000.00,31953.34,27483.37,4469.97,0.00,5530.03,0.06754017,1.99128436,15177.67,15177.67,51.78,594.37,56.81,532
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,10000.00,29582.45,21271.24,8311.21,0.00,1688.79,0.08133689,2.56438465,13682.57,13682.57,36.83,508.54,65.68,532
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,10000.00,31198.19,23850.72,7347.47,0.00,2652.53,0.07643352,2.51920443,14170.19,14170.19,41.70,550.49,63.57,532
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,10000.00,24527.51,18162.26,6365.25,0.00,3634.75,0.08699113,1.93053513,14629.51,14629.51,46.30,426.90,60.91,532
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,10000.00,19620.66,12222.39,7398.27,0.00,2601.73,0.06860443,2.29140507,13007.89,13007.89,30.08,318.43,59.56,506
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,10000.00,29290.20,23768.36,5521.84,0.00,4478.16,0.06461380,1.91209902,13723.79,13723.79,37.24,530.59,57.88,506
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,10000.00,28571.29,20056.82,8514.47,0.00,1485.53,0.07755897,2.49905623,13043.59,13043.59,30.44,486.28,63.23,506
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,10000.00,29540.61,21841.18,7699.43,0.00,2300.57,0.07187780,2.43971122,13291.21,13291.21,32.91,513.82,61.96,506
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,10000.00,22812.34,16302.19,6510.15,0.00,3489.85,0.08352863,1.85375793,14047.13,14047.13,40.47,391.15,57.29,506
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,10000.00,19815.72,12770.45,7045.28,0.00,2954.72,0.07685203,2.57180436,14870.85,14870.85,48.71,325.86,47.12,480
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,10000.00,28501.20,23254.72,5246.48,0.00,4753.52,0.06742307,1.96478764,14538.54,14538.54,45.39,517.56,48.92,480
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,10000.00,28426.26,20580.91,7845.35,0.00,2154.65,0.09040601,2.75031588,15540.94,15540.94,55.41,490.07,48.97,480
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,10000.00,29301.23,22391.30,6909.93,0.00,3090.07,0.07856286,2.56365191,15121.33,15121.33,51.21,516.93,49.51,480
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,10000.00,22837.70,16633.18,6204.52,0.00,3795.48,0.08979356,1.99488283,15399.73,15399.73,54.00,394.71,46.42,480
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,10000.00,21033.70,14723.29,6310.41,0.00,3689.59,0.09581528,3.20164068,18646.41,18646.41,86.46,357.57,42.31,454
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,10000.00,29052.06,26286.43,2765.63,0.00,7234.37,0.07453151,2.15440205,18090.20,18090.20,80.90,553.38,36.08,454
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,10000.00,29589.97,23247.24,6342.74,0.00,3657.26,0.10878437,3.12926395,19466.83,19466.83,94.67,528.37,37.25,454
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,10000.00,29417.53,24107.94,5309.59,0.00,4690.41,0.09658955,2.89644270,19001.04,19001.04,90.01,535.25,36.32,454
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,10000.00,24415.48,19276.21,5139.28,0.00,4860.72,0.11481571,2.54684598,19795.45,19795.45,97.95,436.92,40.50,454
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2022-04-01,2026-05-01,10000.00,22161.93,16556.31,5605.62,0.00,4394.38,0.11415093,3.81720137,22087.41,22087.41,120.87,387.18,43.38,428
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2022-04-01,2026-05-01,10000.00,28805.87,28004.99,800.88,0.00,9199.12,0.07992039,2.29349861,20716.43,20716.43,107.16,568.11,26.05,428
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2022-04-01,2026-05-01,10000.00,28694.84,23821.59,4873.25,0.00,5126.75,0.11909245,3.41162393,22275.35,22275.35,122.75,525.16,37.81,428
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2022-04-01,2026-05-01,10000.00,29530.26,25767.87,3762.39,0.00,6237.61,0.10538287,3.11070944,21622.90,21622.90,116.23,552.98,34.92,428
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2022-04-01,2026-05-01,10000.00,24768.67,20324.14,4444.53,0.00,5555.47,0.13108997,2.91070679,22492.81,22492.81,124.93,450.93,42.40,428
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2022-07-01,2026-05-01,10000.00,22040.67,16678.26,5362.41,0.00,4637.59,0.12041777,4.02580067,23299.74,23299.74,133.00,387.19,43.31,402
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2022-07-01,2026-05-01,10000.00,27795.51,27409.04,386.47,0.00,9613.53,0.08108457,2.32413547,21292.25,21292.25,112.92,552.05,25.93,402
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2022-07-01,2026-05-01,10000.00,27653.23,23114.01,4539.22,0.00,5460.78,0.12134400,3.47588300,22933.04,22933.04,129.33,507.67,37.68,402
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2022-07-01,2026-05-01,10000.00,28219.80,24758.30,3461.50,0.00,6538.50,0.10688826,3.15443647,22141.93,22141.93,121.42,529.78,34.80,402
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2022-07-01,2026-05-01,10000.00,24530.88,20457.63,4073.25,0.00,5926.75,0.13921563,3.09456700,23921.85,23921.85,139.22,449.89,42.29,402
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2022-10-01,2026-05-02,10000.00,20869.47,15226.64,5642.83,0.00,4357.17,0.11303462,3.77479289,21996.77,21996.77,119.97,360.96,42.11,376
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2022-10-01,2026-05-02,10000.00,25569.69,24343.43,1226.26,0.00,8773.74,0.07886549,2.26870726,20235.40,20235.40,102.35,499.13,25.38,376
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2022-10-01,2026-05-02,10000.00,26036.72,20915.19,5121.54,0.00,4878.46,0.11700934,3.36941891,21891.60,21891.60,118.92,469.52,36.72,376
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2022-10-01,2026-05-02,10000.00,26211.28,22075.42,4135.86,0.00,5864.14,0.10344809,3.08067967,21141.27,21141.27,111.41,482.87,34.02,376
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2022-10-01,2026-05-02,10000.00,23279.06,19037.05,4242.01,0.00,5757.99,0.13505052,3.00020713,23335.23,23335.23,133.35,423.16,40.23,376
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2023-01-01,2026-05-03,10000.00,19609.13,13509.66,6099.47,0.00,3900.53,0.10147916,3.38405584,19732.09,19732.09,97.32,331.19,43.08,350
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2023-01-01,2026-05-03,10000.00,22726.98,20578.11,2148.87,0.00,7851.13,0.07287514,2.14889921,18566.94,18566.94,85.67,433.05,25.73,350
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2023-01-01,2026-05-03,10000.00,24989.69,18950.05,6039.63,0.00,3960.37,0.10890251,3.14524652,19820.46,19820.46,98.20,439.40,37.69,350
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2023-01-01,2026-05-03,10000.00,24514.70,19403.41,5111.29,0.00,4888.71,0.09557415,2.90549519,19144.92,19144.92,91.45,439.18,34.98,350
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2023-01-01,2026-05-03,10000.00,21185.52,16215.59,4969.93,0.00,5030.07,0.11926011,2.64212106,20535.34,20535.34,105.35,374.01,42.35,350
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2023-04-01,2026-05-02,10000.00,18278.84,11833.95,6444.89,0.00,3555.11,0.09232886,3.08525374,17967.96,17967.96,79.68,301.13,42.34,324
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2023-04-01,2026-05-02,10000.00,22203.11,18822.13,3380.98,0.00,6619.02,0.07279902,2.10870889,17232.66,17232.66,72.33,410.25,26.21,324
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2023-04-01,2026-05-02,10000.00,22915.47,15990.90,6924.58,0.00,3075.42,0.10320437,2.99638174,18138.07,18138.07,81.38,389.06,37.60,324
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2023-04-01,2026-05-02,10000.00,22666.83,16750.64,5916.19,0.00,4083.81,0.09126911,2.78626636,17720.54,17720.54,77.21,394.17,34.96,324
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2023-04-01,2026-05-02,10000.00,20460.69,15085.29,5375.39,0.00,4624.61,0.10929220,2.42443823,18841.13,18841.13,88.41,355.46,40.58,324
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2023-07-01,2026-05-02,10000.00,16507.60,9689.26,6818.33,0.00,3181.67,0.08264577,2.76197999,16083.63,16083.63,60.84,261.97,42.42,298
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2023-07-01,2026-05-02,10000.00,19918.63,16108.57,3810.05,0.00,6189.95,0.07159099,2.07684811,16634.72,16634.72,66.35,360.27,26.41,298
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2023-07-01,2026-05-02,10000.00,22086.94,14732.75,7354.19,0.00,2645.81,0.09772517,2.88448038,17018.07,17018.07,70.18,368.20,37.92,298
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2023-07-01,2026-05-02,10000.00,21555.75,15226.97,6328.78,0.00,3671.22,0.08715240,2.70717889,16800.81,16800.81,68.01,367.83,35.27,298
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2023-07-01,2026-05-02,10000.00,18473.17,12593.79,5879.38,0.00,4120.62,0.09744101,2.16190529,16796.40,16796.40,67.96,310.67,40.77,298
